Maciej Paweł BUCZYŃSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,96;8971
Elżbieta Małgorzata ŻURAW;KOMITET WYBORCZY NOWA LEWICA;1,96;8957
Kazimierz GWIAZDOWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,95;11898
Marcin JÓZEFACIUK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,95;8893
Aneta NIESTRAWSKA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,95;8164
Grzegorz Michał WOJCIECHOWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,95;7726
Wioletta ŚLĄSKA-ZYŚK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,95;7612
Sebastian Jakub MLAK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,95;7093
Wioleta Barbara TOMCZAK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,94;13217
Beata Małgorzata STRZAŁKA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,94;8844
Ryszard Jan MADZIAR;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,93;8817
Mateusz SZAUER;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,93;5777
Sławomir SKWAREK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,92;12427
Marcin GRABOWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,92;10339
Iwona Józefa GIBAS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,92;7009
Sebastian ŁUKASZEWICZ;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,9;11554
Marek Jacek WESOŁY;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,88;9915
Dorota MAREK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,87;14141
Piotr RYCERSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,87;8246
Piotr Andrzej GRUSZCZYŃSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,87;7821
Paweł Bernard KOBIELUSZ;KOMITET WYBORCZY NOWA LEWICA;1,86;6798
Robert TURLEJ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,86;5555
Michał Mateusz KRAWCZYK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,85;12009
Stanisław ŻMIJAN;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,85;8463
Robert Adam POPKOWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,85;7756
Adam Roman BERKOWICZ;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;1,84;8134
Paweł SUSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,84;5934
Sebastian Jerzy KALETA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,83;31369
Marlena Barbara SAGAN;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,83;9737
Dorota BANAŚ;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,83;7571
Patryk GABRIEL;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,82;11201
Paweł KRUTUL;KOMITET WYBORCZY NOWA LEWICA;1,82;11063
Ryszard Jerzy GALLA;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA;1,82;8743
Grzegorz WRÓBEL;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,82;8306
Żaneta CWALINA-ŚLIWOWSKA;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,81;9747
Adam OŁDAKOWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,81;5423
Piotr Paweł CHĘCIEK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,8;12105
Elżbieta Teresa PŁONKA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,8;9282
Zbigniew Czesław AJCHLER;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,78;7360
Hanna Dorota BOCZEK;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;1,77;6739
Barbara Anna GRYGORCEWICZ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,77;5700
Jacek ŚWIAT;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,76;13663
Małgorzata CHMIEL;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,76;10840
Iwona Małgorzata KRAWCZYK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,76;8831
Michał Paweł STANISZEWSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,76;6824
Robert Aleksander JAGŁA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,76;5676
Bogumiła OLBRYŚ;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,75;10661
Sławomir ĆWIK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,75;8004
Marcin Edward SZAREK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,74;7732
Jerzy Stanisław PAUL;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,73;11679
Kaja FILACZYŃSKA;KOMITET WYBORCZY NOWA LEWICA;1,73;8663
Paweł Jan MASEŁKO;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,73;8322
Adam PAWLUŚ;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,73;7649
Dorota Irvina ARCISZEWSKA-MIELEWCZYK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,72;11766
Elżbieta Jolanta BURKIEWICZ;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,72;11582
Marta Anna MAGDA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,71;7077
Franciszek Wojciech STERCZEWSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,7;10108
Wojciech Michał ZUBOWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,7;8527
Sławomir Antoni SOSNOWSKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,7;7777
Józef Wojciech TOMAL;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,7;6204
Tomasz Wojciech BUCZEK;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;1,68;11341
Jacek Andrzej CZERNIAK;KOMITET WYBORCZY NOWA LEWICA;1,68;10910
Grzegorz Adam WOŹNIAK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,68;9088
Michał Roch SZCZERBA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,67;28653
Krzysztof Roman DZIWISZ;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,66;7358
Danuta KAWA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,66;6053
Rafał Marcin KASPRZYK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,65;10907
Krzysztof BOJARSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,65;10672
Łukasz Michał RYDZIK;KOMITET WYBORCZY NOWA LEWICA;1,65;7281
Agnieszka Magdalena GRZECHOWIAK;KOMITET WYBORCZY NOWA LEWICA;1,65;6812
Adam Stanisław RUDAWSKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,64;9101
Patryk Jan BROSZKO;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,64;8485
Dorota CHILIK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,64;7269
Edyta Katarzyna PŁANETA-SIEWIERSKA;KOMITET WYBORCZY NOWA LEWICA;1,63;5275
Magdalena FILIPEK-SOBCZAK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,62;10480
Jan WOJTOWICZ;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,62;8117
Jarosław Włodzimierz GONCIARZ;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,62;6285
Elżbieta KOWALCZYK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,62;6271
Stefan KRAJEWSKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,61;9803
Jolanta Zofia TRYSZKIEWICZ;KOMITET WYBORCZY NOWA LEWICA;1,61;8923
Iwona KAROLEWSKA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,61;8572
Sławomir Paweł HAJOS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,6;5836
Dominika Maria BROŻEK;KOMITET WYBORCZY NOWA LEWICA;1,6;5833
Sylwia Monika JASKULSKA;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,59;6223
Marek Władysław POLAK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,59;5810
Agata Martyna DIDUSZKO-ZYGLEWSKA;KOMITET WYBORCZY NOWA LEWICA;1,58;27088
Sylwester Karol TUŁAJEW;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,58;10228
Piotr Paweł GAJDA;KOMITET WYBORCZY POLSKA JEST JEDNA;1,58;7040
Przemysław Jarosław WITEK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,58;5121
Maciej SŁOMKA;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,58;5092
Michał Marek WÓJCIK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,57;8270
Ryszard PAGACZ;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,57;6329
Beata GURBIN;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,56;8381
Tomasz Jacek ZIÓŁKOWSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,56;8332
Danuta Maria KOŻUSZNIK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,56;6955
Rafał Jan ADAMCZYK;KOMITET WYBORCZY NOWA LEWICA;1,56;5900
Natalia Aleksandra SYCZ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,56;4677
Grzegorz BOSKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,55;5010
Zbigniew Józef TUR;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,55;4998
Jacek MAGDOŃ;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,54;10395
Paweł SZRAMKA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,54;8254
Krzysztof Mariusz PIĄTKOWSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,54;7018
Bartosz Józef ZAWIEJA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,53;9103
Marcin Krzysztof OSZAŃCA;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,53;7329
Mariola SZCZĘSNA;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,52;7639
Piotr Marek DZIURDZIA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,52;6125
Magdalena Anna DŁUGOSZ;KOMITET WYBORCZY NOWA LEWICA;1,51;9791
Cezary Piotr PAKULSKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,51;8379
Iwona Krystyna MICHAŁEK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,51;8096
Natalia Regina NOWAK-TROJNAR;KOMITET WYBORCZY NOWA LEWICA;1,51;7956
Elżbieta DUDA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,5;11388
Karolina KOZŁOWSKA;KOMITET WYBORCZY NOWA LEWICA;1,5;8031
Aleksandra Anna KRZESZEWSKA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,5;7546
Jacek WILK;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;1,49;10862
Jacek NIEDŹWIEDZKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,49;9063
Marta CIENKOWSKA;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,48;6528
Witold Zygmunt KOCHAN;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,48;6312
Bartłomiej DORYWALSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,47;9696
Katarzyna Anna LUBAŃSKA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,47;7929
Małgorzata IŻYŃSKA;KOMITET WYBORCZY NOWA LEWICA;1,47;4748
Piotr KOWAL;KOMITET WYBORCZY NOWA LEWICA;1,46;7860
Monika Małgorzata JUREK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,46;6987
Jacek Andrzej JABŁOŃSKI;KOMITET WYBORCZY NOWA LEWICA;1,46;5877
Jarosław Karol KRAJEWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,44;24703
Marcela Joanna KANAFEK-LEWANDOWSKA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,44;6416
Piotr Tadeusz WOJTYSIAK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,44;5731
Paweł WNUKOWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,43;8693
Ignacy Krzysztof NIEMCZYCKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,43;5599
Arkadiusz IWANIAK;KOMITET WYBORCZY NOWA LEWICA;1,42;10374
Piotr SITNIK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,42;6812
Ryszard Jerzy PETRU;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,41;24192
Andrzej Tadeusz ROZENEK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,4;10255
Kamil Jerzy SUCHAŃSKI;KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY;1,4;9241
Iwona Elżbieta ŚLEDZIŃSKA-KATARASIŃSKA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,4;6411
Anna Małgorzata GASZKA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,4;5325
Szczepan NIEBRZEGOWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,39;6334
Dorota Janina STALIŃSKA;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,38;10068
Ewa Edyta KOŁODZIEJ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,38;7283
Jacek Piotr OSUCH;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,37;10386
Eugeniusz CZYKWIN;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,37;8332
Adam KRZEMIŃSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,37;6071
Józef Jan KUBICA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,37;5313
Janusz Ryszard KORWIN-MIKKE;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;1,36;9939
Wojciech Piotr KRÓL;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,36;7136
Jan MOSIŃSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,35;7321
Łukasz Andrzej ŚCIEBIOROWSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,35;7116
Piotr Paweł CIEPLUCHA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,35;6154
Jerzy SZMIT;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,35;5281
Artur Erwin DZIAMBOR;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,34;9168
Patryk Bartłomiej JASKULSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,34;7439
Szymon Piotr GODYLA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,34;6415
Bożenna Urszula HOŁOWNIA;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,32;22593
Iwona Teresa KUROWSKA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,32;7108
Piotr Tomasz PAŁCZYŃSKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,32;5463
Katarzyna Anna LUBNAUER;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,31;22529
Dominika Małgorzata CHOROSIŃSKA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,31;9582
Wojciech Jacek TRZASKOWSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,31;9561
Wiesław BUŻ;KOMITET WYBORCZY NOWA LEWICA;1,31;8844
Krystian Stefan JARUBAS;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,31;8653
Grzegorz Bernard NAPIERALSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,31;7239
Bożena Ewa BOROWIEC;KOMITET WYBORCZY NOWA LEWICA;1,31;4937
Paweł Jacek LISIECKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,3;22243
Lidia CZECHAK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,3;7053
Jeremi Adam HOŁOWNIA;KOMITET WYBORCZY NOWA LEWICA;1,3;6526
Marcin RATUŁOWSKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,3;5557
Sebastian Marian TAŁAJ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,3;4182
Kazimierz Bogusław CHOMA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,29;8363
Patryk FAJDEK;KOMITET WYBORCZY NOWA LEWICA;1,29;5065
Stanisław Józef LAMCZYK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,28;8722
Daniel Piotr DRYNIAK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,28;5677
Piotr Tadeusz GÓRNIKIEWICZ;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,28;5180
Adam Marian JAŚNIKOWSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,28;4124
Mieczysław Kazimierz BASZKO;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,27;7715
Tomasz Rafał RAFALSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,27;6565
Joanna Katarzyna BRIL;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,27;5623
Urszula KRÓL;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,26;5224
Marcin Łukasz PIWNIK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,25;8218
Henryka Krystyna KRZYWONOS-STRYCHARSKA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,24;8460
Marek Janusz BIENIEK;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,24;4801
Urszula Magdalena KOSZUTSKA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,23;6498
Zdzisław SZWED;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,23;5605
Paweł Bronisław KOBYLIŃSKI;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,23;4746
Katarzyna Irena MATUSIK-LIPIEC;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,22;9261
Edyta PODGÓRSKA;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,22;6784
Waldemar Jan WOJCIECHOWSKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,22;6525
Anna WOŹNIAK;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,22;5106
Dawid Paweł MURAWA;KOMITET WYBORCZY NOWA LEWICA;1,21;7199
Krystyna RADZIĘTA;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,21;6059
Bartłomiej Waldemar DYBA-BOJARSKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,21;5519
Hanna Beata GILL-PIĄTEK;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,21;5508
Daniel OLISZEWSKI;KOMITET WYBORCZY NOWA LEWICA;1,21;4738
Piotr Artur WRONA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,21;3908
Przemysław Maksymilian CZARNECKI;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,2;9342
Zdzisław Tadeusz SIPIERA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,2;8740
Łukasz KOPEĆ;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,2;7375
Kazimierz Florian PLOCKE;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,19;8154
Anna BALUCH;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,19;7686
Jan Józef SZOPIŃSKI;KOMITET WYBORCZY NOWA LEWICA;1,19;6366
Paweł KURA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,19;5990
Konrad WOJNAROWSKI;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;1,19;5277
Jakub KOT;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;1,19;5092
Jarosław Daniel SELLIN;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;1,18;7284
