kierownik muzeum;1;0;1;1018;1018.00
kierownik przedsiębiorstwa informatycznego;1;1;0;173;173.00
kierownik pomocy społecznej;1;0;1;722;722.00
kierownik produkcji w przemyśle;1;1;0;8332;8332.00
kierownik projektów;1;0;1;805;805.00
kierownik projektów społecznych;1;0;1;1538;1538.00
komendant wojewódzki OHP;1;1;0;3143;3143.00
konduktor;1;1;0;335;335.00
konserwator dzieł sztuki;1;0;1;460;460.00
konserwator muzealnik;1;0;1;239;239.00
kierownik sklepu/supermarketu;1;0;1;902;902.00
konstruktor prototypów wiązek elektrycznych;1;1;0;2813;2813.00
konsultant agent sprzedaży bezpośredniej;1;1;0;567;567.00
konsultant do spraw systemów informatycznych;1;1;0;340;340.00
konsultant podatkowy;1;1;0;1885;1885.00
kontroler;1;0;1;239;239.00
kontroler jakości;1;0;1;156;156.00
kontroler jakości wyrobów przemysłowych;1;1;0;814;814.00
kontroler NIK;1;1;0;1279;1279.00
kontroler projektów;1;0;1;407;407.00
koordynator ds. sprzedaży;1;0;1;202;202.00
inżynier mechanik - technologia mechaniczna;1;1;0;340;340.00
inżynier mechanik górnictwa;1;1;0;283;283.00
inżynier mechanik środków transportu;1;1;0;1632;1632.00
inżynier mechanik, maszyny i urządzenia przemysłowe;1;1;0;3740;3740.00
inżynier mechaniki i budowy maszyn;1;1;0;397;397.00
inżynier mechanizacji;1;1;0;583;583.00
inżynier mechanizacji rolnictwa;1;1;0;798;798.00
inżynier machanik;1;1;0;383;383.00
inżynier materiałów inżynierskich i biomedycznych;1;0;1;279;279.00
inżynier logistyk;1;1;0;2649;2649.00
inżynier inżynierii środowiska - gospodarka wodna i hydrologia;1;1;0;422;422.00
inżynier inżynierii środowiska - instalacje sanitarne;1;1;0;248;248.00
inżynier inżynierii środowiska - oczyszczanie miasta i gosp. odpadami;1;1;0;1007;1007.00
inżynier konstruktor;1;1;0;37;37.00
inżynier kształtowania środowiska;1;1;0;4401;4401.00
inżynier geodeta - geomatyka;1;1;0;297;297.00
inżynier geolog - geologia górnicza i poszukiwawcza;1;1;0;257;257.00
inżynier gospodarki przestrzennej;1;0;1;81;81.00
inżynier górnictwa;1;1;0;803;803.00
inżynier informatyki;1;1;0;204;204.00
inżynier instalacji sanitarnych - środowiska;1;1;0;427;427.00
inżynier inżynierii kosmicznej i satelitarnej;1;0;1;9175;9175.00
inżynier inżynierii materiałowej;1;1;0;1050;1050.00
inżynier górnik-górnictwo podziemne;1;1;0;537;537.00
inżynier hutnik;1;0;1;738;738.00
inżynier mechanik - maszyny i urządzenia do obróbki metali;1;1;0;236;236.00
inżynier mechanik - maszyny i urządzenia przemysłowe;1;1;0;863;863.00
inżynier programista;1;1;0;664;664.00
inżynier projektant;1;1;0;245;245.00
inżynier pożarnictwa-strażak;1;1;0;5677;5677.00
inżynier procesów produkcyjnych;1;0;1;1165;1165.00
inżynier techniczno-handlowy;1;1;0;248;248.00
inżynier systemu;1;1;0;266;266.00
kapitan żeglugi śródlądowej;1;0;1;680;680.00
kartograf;1;1;0;2070;2070.00
kasjer - sprzedawca;1;0;1;467;467.00
kasjer handlowy;1;0;1;91;91.00
katecheta;1;1;0;299;299.00
kelnerka;1;0;1;247;247.00
kierowca autobusu;1;1;0;134;134.00
inżynier-elektronik;1;1;0;195;195.00
inżynierka nauk medycznych;1;0;1;492;492.00
inżynier transportu kolejowego;1;1;0;389;389.00
inżynier wsparcia IT;1;1;0;118;118.00
inżynier zielarstwa;1;0;1;943;943.00
mgr inż. transportu;1;0;1;561;561.00
mgr inż. zarządzania;1;1;0;248;248.00
mgr inż. zootechnik;1;1;0;7821;7821.00
mgr inż. zootechniki;1;0;1;3572;3572.00
mgr logistyki w biznesie;1;0;1;511;511.00
mgr ochrony środowiska;1;0;1;430;430.00
mgr prawa;1;1;0;1029;1029.00
miejski rzecznik konsumentów;1;1;0;1095;1095.00
mgr filologii polskiej;1;1;0;985;985.00
mgr inż. budownictwa;1;0;1;1635;1635.00
mgr inż. budownictwa - budownictwo ogólne;1;0;1;1645;1645.00
mgr inż. budownictwa lądowego;1;1;0;95;95.00
mgr inż. elektronik;1;1;0;482;482.00
mgr inż. elektroniki i telekomunikacji;1;1;0;625;625.00
mgr inż. elektryk;1;1;0;568;568.00
mgr inż. elektryk automatyka i sterowanie;1;1;0;50;50.00
monter elektronik;1;1;0;184;184.00
monter instalacji klimatyczno-wentylacyjnej;1;1;0;197;197.00
monter mebli;1;1;0;131;131.00
monter reklam;1;1;0;152;152.00
mikrotechnolog;1;0;1;593;593.00
modelka;1;0;1;1387;1387.00
montażysta obrazu;1;1;0;146;146.00
monter systemów klimatyzacji;1;1;0;488;488.00
monter ślusarskiego wyposażenia okrętowego;1;1;0;28;28.00
motorniczy;1;0;1;195;195.00
muzyk instrumentalista;1;0;1;1083;1083.00
muzykolog;1;0;1;64;64.00
naczelnik poczty;1;0;1;371;371.00
naczelnik wydziału w administracji państwowej;1;1;0;498;498.00
nadsztygar;1;1;0;634;634.00
naturopata;1;0;1;218;218.00
menedżerka kultury;1;0;1;1677;1677.00
mgr administracji;1;0;1;387;387.00
menedżer / pracownik samorządowy;1;1;0;2401;2401.00
menedżer gastronomii;1;0;1;574;574.00
menedżer kultury;1;1;0;1492;1492.00
menedżer marki;1;1;0;2797;2797.00
mechanizator rolnictwa;1;1;0;2163;2163.00
mechatronik;1;1;0;38;38.00
mediator sądowy;1;1;0;237;237.00
mediator, magister animacji społeczno-kulturalnej;1;0;1;646;646.00
meliorant;1;0;1;244;244.00
mechanik samochodów ciężarowych;1;1;0;1071;1071.00
menager finansowy;1;0;1;199;199.00
menager zarządzania;1;1;0;467;467.00
mechanik maszyn przemysłowych;1;1;0;268;268.00
mechanik maszyn rolniczych;1;1;0;704;704.00
mechanik okrętowy;1;1;0;400;400.00
matematyk;1;0;1;2463;2463.00
menadżer ds. public relations;1;0;1;1648;1648.00
menadżer energia odnawialna;1;1;0;551;551.00
menadżer hotelarstwa;1;0;1;838;838.00
menadżer kultury;1;1;0;2308;2308.00
menadżer marki;1;1;0;305;305.00
menadżer ochrony zdrowia;1;0;1;2692;2692.00
menadżer projektów;1;1;0;1474;1474.00
menadżer sportu;1;1;0;817;817.00
menadżerka;1;0;1;883;883.00
koordynator sprzedaży;1;1;0;631;631.00
korektor językowy;1;0;1;1301;1301.00
korepetytor;1;0;1;439;439.00
kosztorysant budowlany;1;1;0;550;550.00
kosmetolożka;1;0;1;4058;4058.00
krytyk artystyczny;1;0;1;358;358.00
kulturoznawczyni;1;0;1;1019;1019.00
kucharz małej gastronomii;1;1;0;260;260.00
kynoterapeuta;1;0;1;168;168.00
laborant;1;0;1;317;317.00
laborant chemiczny;1;0;1;72;72.00
lakiernik;1;1;0;297;297.00
lakiernik proszkowy;1;1;0;396;396.00
legislator;1;0;1;685;685.00
lekarz - specjalista gastroenterologii;1;0;1;1604;1604.00
lekarz - specjalista kardiologii;1;1;0;5441;5441.00
lekarz - specjalista medycyny rodzinnej;1;1;0;575;575.00
lekarz - specjalista psychiatra;1;1;0;771;771.00
lekarz  weterynarii;1;1;0;4947;4947.00
lekarz dentysta - specjalista chirurgii stomatologicznej;1;1;0;2143;2143.00
lekarz dentysta ze specjalizacją I stopnia;1;0;1;604;604.00
lekarz dermatolog;1;0;1;1842;1842.00
lekarz specjalista anestezjologii i intensywnej terapii;1;0;1;138;138.00
lekarz specjalista chirurgii ogólnej;1;1;0;430;430.00
lekarz specjalista chorób płuc;1;1;0;1356;1356.00
magister inżynier górnik;1;1;0;552;552.00
magister inżynier leśnictwa;1;0;1;6086;6086.00
magister inżynier mechanik;1;1;0;734;734.00
magister inżynier ochrony środowiska;1;1;0;3477;3477.00
magister inżynier rolnictwa;1;0;1;1377;1377.00
magister inżynier technologii żywności;1;0;1;3689;3689.00
magister inżynier zarządzania;1;0;1;972;972.00
magister pielęgniarstwa;1;0;1;1585;1585.00
magister polonistyki metodyk nauczania języka polskiego;1;0;1;4671;4671.00
magister zarządzania;1;0;1;1058;1058.00
makler papierów wartościowych;1;1;0;545;545.00
malarz;1;1;0;308;308.00
mechanik ciągników;1;1;0;354;354.00
mechanik maszyn i urządzeń;1;1;0;167;167.00
mechanik maszyn i urządzeń górnictwa podziemnego;1;1;0;1156;1156.00
manager exportu;1;0;1;441;441.00
manager sportu;1;1;0;282;282.00
marynarz żeglugi śródlądowej;1;1;0;922;922.00
masarz;1;1;0;629;629.00
masażysta;1;0;1;91;91.00
lekarz-specjalista chorób wewnętrznych;1;1;0;1552;1552.00
lektor języka angielskiego;1;1;0;448;448.00
lektor języka niemieckiego;1;0;1;239;239.00
łowczy okręgowy;1;1;0;394;394.00
logistyk mgr;1;1;0;34;34.00
magister ekonomii;1;1;0;4397;4397.00
magister farmacji;1;1;0;294;294.00
urbanista;1;1;0;192;192.00
urzędniczka;1;0;1;868;868.00
urzędnik administracji państwowej;1;1;0;3124;3124.00
urzędnik administracji publicznej;1;1;0;2515;2515.00
urzędnik do spraw licencji;1;1;0;4645;4645.00
towaroznawca;1;1;0;176;176.00
tłumacz języka rosyjskiego;1;0;1;411;411.00
tłumaczka;1;0;1;17629;17629.00
trener osobisty (coach);1;0;1;228;228.00
trener pływania;1;1;0;334;334.00
trener sportowy;1;1;0;1347;1347.00
własna działalność gospodarcza;1;0;1;579;579.00
wirusolog;1;1;0;617;617.00
urzędnik samorządowy - skarbnik;1;0;1;711;711.00
urzędnik ubezpieczeń społecznych;1;0;1;202;202.00
weterynarz;1;1;0;971;971.00
wicewojewoda małopolski;1;1;0;6329;6329.00
wideo filmowiec;1;1;0;134;134.00
właścicielka sklepu;1;0;1;863;863.00
włókiennik;1;1;0;337;337.00
woźny;1;1;0;359;359.00
wójt;1;1;0;4998;4998.00
wychowawca w instytucji pieczy zastępczej;1;0;1;782;782.00
wychowawca w placówce opiekuńczej;1;1;0;648;648.00
wychowawca w placówkach oświatowych;1;0;1;819;819.00
technolog żywności i żywienia człowieka;1;1;0;100;100.00
technik wiertnik;1;1;0;866;866.00
technik utrzymania ruchu;1;1;0;895;895.00
terapeuta środowiskowy;1;1;0;293;293.00
terapeuta uzależnień;1;0;1;74;74.00
telemarketer;1;1;0;365;365.00
technik-ekonomista;1;0;1;845;845.00
technolog;1;1;0;1888;1888.00
technolog - programista obrabiarek;1;1;0;498;498.00
technolog spożywczy;1;1;0;681;681.00
technolog żywienia;1;1;0;70;70.00
technolog żywienia zbiorowego;1;0;1;135;135.00
technik ochrony osób mienia;1;0;1;197;197.00
technik ochrony roślin;1;0;1;1778;1778.00
technik technologii żywienia;1;1;0;141;141.00
technik telekomunikacyjny;1;1;0;608;608.00
technik transportu kolejowego;1;0;1;81;81.00
technik turystyki;1;0;1;1313;1313.00
technik urządzeń i systemów energetyki odnawialnej;1;1;0;865;865.00
ślusarz-mechanik;1;1;0;470;470.00
ślusarz-spawacz;1;1;0;2206;2206.00
taksówkarz;1;1;0;172;172.00
tartacznik;1;1;0;1756;1756.00
tatuażystka;1;0;1;1852;1852.00
teatrolog;1;0;1;1883;1883.00
technik - mechanik;1;1;0;7756;7756.00
technik architekt;1;0;1;252;252.00
technik architektury;1;0;1;57;57.00
technik administracji publicznej;1;0;1;201;201.00
szef ds. załadunków;1;1;0;17;17.00
technik elektroenergetyk;1;1;0;227;227.00
technik ekg;1;0;1;580;580.00
technik ekonomii;1;0;1;348;348.00
technik dietetyk;1;0;1;183;183.00
technik chemik;1;0;1;778;778.00
technik cukiernictwa;1;0;1;188;188.00
technik budowy dróg i mostów;1;0;1;245;245.00
technik bankowy;1;0;1;55;55.00
technik bezpieczeństwa i higieny pracy;1;1;0;625;625.00
technik inżynierii środowiska i melioracji;1;0;1;1668;1668.00
technik laboratoryjny;1;0;1;403;403.00
technik mechanik maszyn i urządzeń;1;1;0;656;656.00
technik mechanik maszyn i urządzeń górnictwa podziemnego;1;1;0;8126;8126.00
technik mechanik samochodowy;1;1;0;94;94.00
technik mechanik sp. obróbki skrawaniem;1;1;0;122;122.00
technik mechanik urządzeń przemysłowych;1;1;0;203;203.00
technik hodowca koni;1;1;0;857;857.00
technik hotelarz;1;0;1;2139;2139.00
technik gastronom;1;0;1;362;362.00
technik górnik;1;0;1;623;623.00
technik energetyki;1;1;0;4567;4567.00
technik nawigator;1;1;0;397;397.00
technik mechanizacji rolnictwa i agrotroniki;1;1;0;335;335.00
technik ortopedyczny;1;1;0;96;96.00
technik pojazdów samochodowych;1;1;0;314;314.00
technik poligrafii;1;1;0;806;806.00
technik prac biurowych;1;0;1;1006;1006.00
technik programista;1;1;0;926;926.00
technik rachunkowości;1;0;1;2451;2451.00
technik spedytor;1;1;0;290;290.00
technik technologii drewna;1;1;0;766;766.00
specjalista do spraw BHP;1;1;0;227;227.00
specjalista do spraw cyberbezpieczeństwa;1;1;0;1401;1401.00
specjalista do spraw eksportu;1;0;1;1766;1766.00
specjalista do spraw finansowych;1;0;1;141;141.00
specjalista do spraw integracji europejskiej;1;1;0;246;246.00
specjalista do spraw jakości oprogramowania;1;0;1;2303;2303.00
specjalista bezpieczeństwa i higieny pracy;1;1;0;341;341.00
specjalista bhp i ochrony środowiska;1;0;1;754;754.00
specjalista d/s rekrutacji opiekun klienta;1;0;1;260;260.00
specjalista d/s rozliczeń z Narodowym Funduszem Zdrowia;1;0;1;1319;1319.00
specjalista do spraw administracji i logistyki;1;1;0;530;530.00
specjalista administracji;1;1;0;610;610.00
sekretarka medyczna;1;0;1;913;913.00
sekretarz gminy;1;0;1;1281;1281.00
sekretarz sądowy;1;0;1;640;640.00
serwisant urządzeń biurowych;1;1;0;312;312.00
sędzia sportowy;1;1;0;2137;2137.00
specjalista do spraw marketingu i reklamy;1;0;1;777;777.00
specjalista do spraw marketingu i social media;1;0;1;440;440.00
specjalista do spraw mediów;1;0;1;727;727.00
specjalista do spraw mediów interaktywnych;1;0;1;997;997.00
specjalista do spraw mediów społecznościowych;1;0;1;148;148.00
specjalista do spraw nieruchomości;1;0;1;1376;1376.00
specjalista do spraw obsługi projektów i programów;1;1;0;673;673.00
specjalista do spraw organizacji i zarządzania w ochronie zdrowia;1;0;1;488;488.00
specjalista do spraw organizacji usług gastronomicznych, hotelowych i turystycznych;1;0;1;1032;1032.00
specjalista do spraw pozyskiwania funduszy (fundraiser);1;0;1;1907;1907.00
specjalista do spraw produkcji;1;1;0;3224;3224.00
specjalista do spraw administracji publicznej;1;0;1;769;769.00
specjalista do spraw badań i rozwoju;1;1;0;552;552.00
specjalista do spraw kluczowych klientów;1;1;0;251;251.00
specjalista do spraw komunikacji społecznej;1;0;1;592;592.00
specjalista do spraw kontrolingu;1;0;1;5508;5508.00
specjalista ds. kadr i płac;1;0;1;173;173.00
specjalista ds. komunikacji;1;1;0;415;415.00
specjalista ds. komunikacji i wizerunku;1;0;1;362;362.00
specjalista ds. księgowości i rachunkowości;1;0;1;182;182.00
specjalista ds. bezpieczeństwa;1;1;0;937;937.00
specjalista ds. bezpieczeństwa i higieny pracy;1;1;0;523;523.00
specjalista ds. bezpieczeństwa narodowego;1;1;0;1537;1537.00
specjalista ds. bibliotecznych;1;0;1;174;174.00
specjalista ds. elektrycznych;1;1;0;268;268.00
specjalista ds. finansowych;1;1;0;665;665.00
specjalista ds. finansów publicznych;1;0;1;967;967.00
specjalista ds. grafiki;1;0;1;1490;1490.00
specjalista ds. integracji europejskiej;1;0;1;3038;3038.00
specjalista ds. jakości oprogramowania;1;1;0;1519;1519.00
specjalista do spraw ubezpieczeń majątkowych i osobowych;1;1;0;402;402.00
specjalista do spraw wodno-kanalizacyjnych;1;1;0;187;187.00
specjalista do spraw zamówień publicznych;1;1;0;74;74.00
specjalista do spraw zarządzania zasobami ludzkimi;1;0;1;1075;1075.00
specjalista do spraw zintegrowanych systemów zarządzania;1;0;1;2246;2246.00
specjalista do zastosowań informatyki;1;1;0;403;403.00
specjalista do spraw ratownictwa medycznego;1;1;0;354;354.00
specjalista do spraw reklamy;1;1;0;226;226.00
specjalista do spraw reklamy i marketingu;1;1;0;111;111.00
specjalista do spraw rekrutacji pracowników;1;0;1;279;279.00
specjalista do spraw rozliczeń i kadr;1;0;1;206;206.00
specjalista do spraw rozwoju oprogramowania systemów informatycznych;1;0;1;372;372.00
specjalista do spraw socjalnych;1;1;0;11716;11716.00
steward;1;1;0;135;135.00
stewardesa;1;0;1;261;261.00
sprzedawca-magazynier;1;1;0;389;389.00
sprzedawczyni;1;0;1;128;128.00
starszy archiwista;1;0;1;322;322.00
starszy inspektor bhp;1;0;1;259;259.00
starszy konsultant ds. organizacji przedsiębiorstwa;1;1;0;153;153.00
starszy menedżer do spraw analizy finansowej;1;1;0;481;481.00
statystyk;1;1;0;410;410.00
student elektroradiologii;1;1;0;58;58.00
student inżynierii zarządzania;1;1;0;97;97.00
strażnik leśny;1;1;0;365;365.00
strażnik SOK;1;1;0;116;116.00
stolarz budowlany;1;1;0;688;688.00
stomatolog;1;0;1;439;439.00
sprzedawca na stacji paliw;1;1;0;165;165.00
sprzedawca - magazynier;1;0;1;151;151.00
spiker radiowy;1;1;0;504;504.00
społeczny kurator sądowy;1;0;1;692;692.00
specjalista ds. zagospodarowania przestrzennego;1;1;0;3398;3398.00
specjalista monitoringu systemów zabezpieczeń;1;1;0;572;572.00
specjalista monitoringu systemów zabezpieczeń technicznych osób i mienia;1;1;0;2254;2254.00
specjalistka do spraw zarządzania;1;0;1;336;336.00
specjalistka ds. marketingu;1;0;1;360;360.00
specjalistka ds. obsługi klienta;1;0;1;635;635.00
specjalistka polityki społecznej;1;0;1;386;386.00
specjalistka prawa pracy;1;0;1;635;635.00
specjalista ds. organizacji usług gastronomicznych, hotelarskich i turystycznych;1;0;1;1704;1704.00
specjalista ds. marketingu społecznego;1;1;0;2459;2459.00
specjalista ds. obsługi projektów;1;1;0;2204;2204.00
specjalista ds. administracji i rozwoju;1;0;1;215;215.00
specjalista ds. marketingu;1;1;0;568;568.00
specjalista ds. szkoleń i rozwoju;1;0;1;1284;1284.00
specjalista ds. technologii informatycznych;1;1;0;1341;1341.00
specjalista ds. teletransmisji;1;0;1;369;369.00
specjalista ds. turystyki;1;0;1;165;165.00
specjalista ds. rekrutacji;1;0;1;230;230.00
specjalista ds. rozliczeń;1;0;1;353;353.00
specjalista ds. procesu;1;1;0;750;750.00
specjalista ds. zarządzania i organizacji;1;1;0;409;409.00
specjalista ds. zarządzania kryzysowego;1;0;1;874;874.00
specjalista ds. zarządzania zasobami ludzkimi;1;0;1;481;481.00
specjalista ds. zrównoważonego rozwoju;1;0;1;1221;1221.00
specjalista fizjoterapii;1;1;0;420;420.00
specjalista HR;1;0;1;1920;1920.00
specjalista ochrony środowiska (emerytowany);1;1;0;729;729.00
specjalista pielęgniarstwa epidemiologicznego;1;0;1;420;420.00
specjalista pracy socjalnej;1;0;1;1589;1589.00
specjalista resocjalizacji;1;0;1;770;770.00
specjalista sprzedaży internetowej;1;1;0;658;658.00
specjalista sprzedaży technologii i usług informatycznych;1;0;1;774;774.00
specjalista transportu;1;1;0;237;237.00
rzeźnik;1;1;0;24;24.00
sadownik;1;1;0;1440;1440.00
salowa;1;0;1;1212;1212.00
sanitariusz;1;1;0;9;9.00
sanitariusz szpitalny;1;0;1;281;281.00
scenograf;1;1;0;468;468.00
rolnik - ogrodnik;1;0;1;76;76.00
rolnik emerytowany;1;1;0;4125;4125.00
rolnik, samorządowiec;1;0;1;826;826.00
rolnik-emeryt;1;1;0;67;67.00
rysownik satyryczny;1;1;0;130;130.00
rzecznik patentowy;1;1;0;3250;3250.00
rzecznik prasowy;1;1;0;495;495.00
rzecznik praw konsumenta;1;1;0;1154;1154.00
recepcjonista hotelowy;1;0;1;630;630.00
realizator dźwięku;1;1;0;282;282.00
publicystka;1;0;1;2362;2362.00
robotnik gospodarczy;1;0;1;411;411.00
rodzic zastępczy;1;0;1;836;836.00
renowator zabytków architektury;1;1;0;348;348.00
reżyser;1;1;0;209;209.00
redaktor wydawniczy;1;0;1;264;264.00
przedstawiciel władzy samorządowej (burmistrz);1;1;0;11720;11720.00
przedstawiciel władzy samorządowej (radna);1;0;1;1097;1097.00
przedstawiciel ds. promocji;1;1;0;648;648.00
przedstawiciel medyczny;1;1;0;694;694.00
przedstawiciel władz samorządowych;1;1;0;5965;5965.00
przedsiębiorca budowlany;1;1;0;419;419.00
przedsiębiorca kierownik projektów środowiskowych;1;0;1;1191;1191.00
przedsiębiorca prywatny;1;0;1;1625;1625.00
przedsiębiorca rolny;1;1;0;7360;7360.00
przedsiębiorca technik masażysta;1;1;0;720;720.00
przedsiębiorca transport międzynarodowy;1;0;1;144;144.00
przedsiębiorca, rolnik;1;1;0;1806;1806.00
przedsiębiorca-rolnik;1;1;0;608;608.00
przedstawiciel władzy samorządowej (wicestarosta);1;1;0;2793;2793.00
przedstawicielka medyczna;1;0;1;1913;1913.00
przedstawicielka władzy samorządowej;1;0;1;1355;1355.00
przewodnik;1;0;1;868;868.00
przewodnik górski;1;1;0;1942;1942.00
przewodnik turystyczny miejski;1;0;1;1047;1047.00
przedstawiciel władzy samorządowej - radna;1;0;1;1131;1131.00
psychoterapeutka;1;0;1;8568;8568.00
radna;1;0;1;1330;1330.00
radna wojewódzka;1;0;1;2107;2107.00
radny;1;1;0;1032;1032.00
pracownik administracji uczelni;1;1;0;946;946.00
pracownik administracyjny szpitala;1;0;1;256;256.00
pracownik agencji pracy tymczasowej;1;1;0;279;279.00
pracownik agencji rządowej;1;0;1;1328;1328.00
pracownik administracji państwowej;1;1;0;157;157.00
pr manager;1;1;0;908;908.00
pracownica instytucji samorządowej;1;0;1;6814;6814.00
polonistka;1;0;1;674;674.00
pracownik instytucji kultury;1;0;1;1204;1204.00
pracownik jednostki pomocy społecznej;1;0;1;289;289.00
pracownik kancelaryjny;1;1;0;1572;1572.00
pracownik medyczny;1;0;1;119;119.00
pracownik produkcji i kontroli jakości;1;0;1;672;672.00
pracownik do spraw osobowych;1;0;1;670;670.00
pracownik do spraw produktów finansowych;1;0;1;356;356.00
pracownik ds. kadr i płac;1;0;1;734;734.00
pracownik działu kadr;1;0;1;178;178.00
pracownik działu logistyki;1;1;0;229;229.00
pracownik firmy motoryzacyjnej;1;1;0;591;591.00
projektant mody;1;0;1;1174;1174.00
projektant wnętrz;1;0;1;110;110.00
promotor marki trendsetter;1;0;1;498;498.00
protetyk słuchu;1;1;0;308;308.00
programista systemów sztucznej inteligencji;1;1;0;762;762.00
programistka;1;0;1;742;742.00
programistka aplikacji;1;0;1;2060;2060.00
projektant architekt;1;1;0;144;144.00
prawnik - adwokat;1;0;1;5154;5154.00
prawnik legislator;1;1;0;5277;5277.00
prezenter muzyczny;1;1;0;391;391.00
pracownik służby zdrowia;1;0;1;84;84.00
pracownik służby zdrowia, przedsiębiorca;1;0;1;894;894.00
pracownik spółki miejskiej;1;1;0;318;318.00
pracownik umysłowy;1;0;1;141;141.00
pracownik warsztatowy;1;1;0;484;484.00
prezes fundacji;1;0;1;401;401.00
prezes spółdzielni mieszkaniowej;1;0;1;7571;7571.00
prezes spółki;1;0;1;530;530.00
prezes spółki branży budowlanej;1;1;0;1347;1347.00
prezes wydawnictwa;1;1;0;1350;1350.00
prezes zarządu;1;1;0;737;737.00
prezes zarządu spółki;1;1;0;234;234.00
producent teatralny;1;0;1;735;735.00
product manager;1;1;0;1069;1069.00
profesor nauk rolniczych;1;0;1;1205;1205.00
profesor uniwersystetu;1;1;0;527;527.00
operator maszyny sztancującej;1;0;1;219;219.00
operator obrabiarek skrawających;1;1;0;234;234.00
operator produkcji;1;1;0;564;564.00
operator urządzeń do obróbki surowca mleczarskiego;1;0;1;1399;1399.00
operator urządzeń do produkcji makaronu;1;1;0;367;367.00
operator urządzeń oczyszczania ścieków;1;1;0;510;510.00
operator urządzeń sterowanych numerycznie;1;1;0;164;164.00
operator urządzeń uzdatniania i demineralizacji wody;1;1;0;1996;1996.00
opiekun klienta;1;0;1;704;704.00
opiekunka osób starszych;1;0;1;287;287.00
opiekunka środowiskowa;1;0;1;894;894.00
opiekunka w żłobku;1;0;1;327;327.00
optometrysta;1;0;1;183;183.00
organizator imprez masowych;1;1;0;144;144.00
opiekun osób niepełnosprawnych;1;0;1;240;240.00
opiekun osób starszych;1;0;1;170;170.00
opiekun osób z niepełnosprawnością;1;0;1;1020;1020.00
opiekunka domowa;1;0;1;206;206.00
organizator przemysłu;1;0;1;1133;1133.00
paleontolog;1;0;1;160;160.00
pedagog mediator od spraw rodzinnych;1;0;1;6416;6416.00
pedagog pedagogiki specjalnej o specjalności resocjalizacja;1;1;0;512;512.00
pedagog pracy;1;0;1;807;807.00
pedagog szkolny;1;0;1;496;496.00
pedagog-nauczyciel;1;1;0;1542;1542.00
pełnomocnik ds. systemów zarządzania jakością;1;1;0;299;299.00
piekarz;1;0;1;50;50.00
pielęgniarka - specjalista pielęgniarstwa kardiologicznego;1;0;1;505;505.00
pielęgniarka - specjalista pielęgniarstwa opieki długoterminowej;1;0;1;4866;4866.00
pielęgniarka oddziałowa;1;0;1;684;684.00
pielęgniarka z tytułem specjalisty;1;0;1;3797;3797.00
pielęgniarka, nauczyciel akademicki;1;0;1;1047;1047.00
pozostali filolodzy i tłumacze;1;1;0;1079;1079.00
pozostali kierownicy do spraw produkcji przemysłowej;1;1;0;648;648.00
"pozostali kierownicy; dyrektorzy w instytucjach opieki nad dziećmi";1;0;1;3015;3015.00
pozostali pracownicy ds. rachunkowości i księgowości;1;0;1;947;947.00
pozostali pracownicy działów kadr;1;0;1;421;421.00
pozostali specjaliści do spraw księgowości i rachunkowości;1;0;1;3219;3219.00
pozostali specjaliści do spraw ochrony środowiska;1;0;1;554;554.00
pozostali specjaliści nauczania i wychowania gdzie indziej sklasyfikowani;1;0;1;188;188.00
pozostali specjaliści ochrony zdrowia gdzie indziej nie sklasyfikowani;1;0;1;746;746.00
politolog, kierownik projektu;1;1;0;153;153.00
politolożka;1;0;1;1523;1523.00
poseł RP;1;1;0;7715;7715.00
pośrednictwo pieniężne;1;1;0;220;220.00
pośrednik nieruchomości;1;1;0;256;256.00
pośrednik usług medycznych;1;1;0;790;790.00
policjant emeryt;1;1;0;790;790.00
policjant służby prewencji;1;1;0;1064;1064.00
policjant służby prewencyjnej;1;0;1;1683;1683.00
policjantka;1;0;1;8381;8381.00
poligraf;1;1;0;189;189.00
pilot wycieczek turystycznych;1;0;1;324;324.00
piosenkarka;1;0;1;1359;1359.00
pisarka;1;0;1;615;615.00
położna dyplomowana;1;0;1;507;507.00
pomoc dentystyczna;1;0;1;123;123.00
pomoc nauczyciela;1;0;1;237;237.00
portier;1;1;0;539;539.00
portier-pracownik gospodarczy;1;1;0;257;257.00
poseł;1;0;1;14616;14616.00
poseł na Sejm;1;1;0;10962;10962.00
nauczyciel religii;1;1;0;389;389.00
nauczyciel specjalista terapii pedagogicznej;1;0;1;3141;3141.00
nauczyciel szkoły podstawowej;1;1;0;474;474.00
nauczyciel szkoły ponadpodstawowej;1;1;0;328;328.00
nauczyciel szkół podstawowych;1;1;0;192;192.00
nauczyciel sztuki w placówkach pozaszkolnych;1;0;1;1744;1744.00
nauczyciel urzędnik państwowy;1;0;1;5463;5463.00
nauczyciel w placówkach pozaszkolnych;1;0;1;678;678.00
nauczyciel wychowania przedszkolnego;1;0;1;456;456.00
nauczyciel wykładowca;1;1;0;1153;1153.00
nauczyciel zawodu;1;0;1;313;313.00
nauczyciel, kierownik urzędu stanu cywilnego;1;0;1;663;663.00
nauczyciel-emeryt;1;0;1;731;731.00
nauczyciel przedmiotów zawodowych artystycznych;1;0;1;2515;2515.00
nauczycielka akademicka - sztuka;1;0;1;1786;1786.00
nauczycielka matematyki;1;0;1;1260;1260.00
nauczycielka przedmiotów ekonomicznych;1;0;1;3759;3759.00
