warmińsko-mazurskie;nowomiejski;32190;21976;34;638;9160;3720;5035;1069;1717;612
warmińsko-mazurskie;olecki;23995;14741;22;437;5504;4198;2180;723;1134;554
warmińsko-mazurskie;Olsztyn;127035;99055;174;1282;23636;38726;15277;10863;6370;2788
warmińsko-mazurskie;olsztyński;97957;67592;109;1959;18811;22491;11824;5555;4743;2172
warmińsko-mazurskie;ostródzki;76368;51037;82;1625;15961;16745;7628;4448;3244;1361
warmińsko-mazurskie;piski;40834;25785;62;742;11296;6278;3619;1192;1678;972
warmińsko-mazurskie;szczycieński;52829;35143;108;1235;12673;8738;6488;2542;2351;1094
warmińsko-mazurskie;węgorzewski;16795;10855;15;369;3619;3043;1872;912;637;401
wielkopolskie;chodzieski;35126;25975;52;765;6469;9062;4554;2114;1577;1409
wielkopolskie;czarnkowsko-trzcianecki;63993;45497;78;1419;13807;15282;7341;3205;2940;1484
wielkopolskie;gnieźnieński;108782;81607;138;1855;24586;20502;14734;11760;5508;2575
wielkopolskie;gostyński;56786;40053;51;1200;15165;8006;6089;4484;3398;1698
wielkopolskie;grodziski;38746;28030;56;798;9043;7577;5065;2302;2193;1031
wielkopolskie;jarociński;53335;38803;50;1002;15101;9899;5993;3091;2519;1190
wielkopolskie;kaliski;64302;46321;86;1181;21472;7936;7524;2994;3349;1849
wielkopolskie;Kalisz;72093;55218;55;842;15728;20948;7316;4442;3060;2824
wielkopolskie;kępiński;42646;31506;57;810;11193;10251;4363;1709;2181;986
wielkopolskie;kolski;64864;45332;96;1185;21866;8148;6253;2856;3323;1667
wielkopolskie;Konin;53263;40063;38;547;13856;12298;5602;4210;2177;1345
wielkopolskie;koniński;100115;71379;146;2009;33583;12453;10034;5164;4871;3245
wielkopolskie;kościański;60898;46045;46;1372;13901;13667;8592;3898;2851;1743
wielkopolskie;krotoszyński;57297;41216;72;1079;15671;10030;6824;3211;2870;1519
