wielkopolskie;leszczyński;44763;33383;25;1093;10271;8935;5983;2851;2640;1553
wielkopolskie;Leszno;45429;35378;61;520;7907;14164;5075;4182;2043;1465
wielkopolskie;międzychodzki;27750;19772;40;563;5334;6867;3066;2161;1181;595
wielkopolskie;nowotomyski;56593;42531;60;1004;11217;17255;6316;2612;2750;1355
wielkopolskie;obornicki;43845;32990;33;979;8582;9813;7673;2661;2095;1164
wielkopolskie;ostrowski;121837;90841;149;2020;32211;27182;12395;7995;6059;2920
wielkopolskie;ostrzeszowski;42028;30432;44;831;11480;7056;5767;2089;2174;1010
wielkopolskie;pilski;98473;71912;117;1662;20713;25273;11379;5420;4992;2408
wielkopolskie;pleszewski;47713;34254;75;1014;13334;8241;5986;2274;2246;1144
wielkopolskie;Poznań;408994;339691;432;2862;62649;149654;52891;47464;19026;4606
wielkopolskie;poznański;314289;263223;342;3266;54017;113125;45698;25881;16156;4871
wielkopolskie;rawicki;45522;33209;35;1098;10982;8675;5721;3002;2448;1272
wielkopolskie;słupecki;45247;32229;40;1050;12161;5617;6982;2160;1968;2275
wielkopolskie;szamotulski;70823;54127;141;1470;14160;20968;8436;3873;3272;1905
wielkopolskie;średzki;45795;34721;44;855;10411;9795;6356;3122;2752;1392
wielkopolskie;śremski;46162;34203;50;882;10270;9597;6160;3095;2506;1635
wielkopolskie;turecki;63103;45792;97;997;21089;8522;6729;3442;3047;1942
wielkopolskie;wągrowiecki;51960;37843;49;1151;11170;10700;7770;3493;2417;1121
wielkopolskie;wolsztyński;43107;32310;26;986;9445;9575;6368;2141;2603;1177
wielkopolskie;wrzesiński;59044;44595;41;979;14370;13648;6890;3952;3056;1686
wielkopolskie;złotowski;50875;34415;59;1082;10361;11742;5028;2396;2350;1427
zachodniopomorskie;białogardzki;33831;22019;60;661;7057;8416;2244;1744;1341;546
zachodniopomorskie;choszczeński;34868;22759;52;810;7783;7515;2543;2039;1327;736
zachodniopomorskie;drawski;41682;27303;45;775;8609;8969;3927;2466;1811;743
zachodniopomorskie;goleniowski;62097;43780;68;1156;12849;15894;6171;3619;2793;1281
zachodniopomorskie;gryficki;44169;29777;82;854;9542;9934;4463;2572;1552;824
zachodniopomorskie;gryfiński;59783;40887;92;1119;14147;14066;4492;3224;2446;1354
zachodniopomorskie;kamieński;36313;24852;47;679;7371;9556;3083;2084;1352;714
zachodniopomorskie;kołobrzeski;65492;48696;74;923;14362;20254;5438;4037;2355;1300
zachodniopomorskie;Koszalin;78643;59815;135;809;14973;26975;6999;5182;3368;1453
zachodniopomorskie;koszaliński;49922;34782;48;1045;10333;12253;5190;2449;2315;1188
zachodniopomorskie;łobeski;26015;16425;35;614;5605;4785;2714;1220;894;588
zachodniopomorskie;myśliborski;47490;31764;72;860;9858;11303;3321;3448;1828;1133
zachodniopomorskie;policki;60698;47620;77;656;10828;21321;6332;4189;2864;1403
zachodniopomorskie;pyrzycki;28487;19203;32;561;7782;5002;2477;1447;1129;798
zachodniopomorskie;sławieński;42659;29067;37;776;9716;10232;3225;2204;1844;1061
zachodniopomorskie;stargardzki;88805;63983;161;1296;19881;23336;8092;5114;3855;2389
zachodniopomorskie;Szczecin;286421;223360;331;2349;55718;97615;26544;21585;12996;6248
zachodniopomorskie;szczecinecki;55606;37177;121;965;12847;13442;3921;2733;2227;1032
zachodniopomorskie;świdwiński;34304;22315;36;646;7642;6516;2881;2818;1275;532
zachodniopomorskie;Świnoujście;31531;23584;34;283;5994;9615;2268;3530;1233;643
zachodniopomorskie;wałecki;38267;26445;49;663;7701;10053;3408;2429;1516;654
